date,rank,track_name,artist,spotify_id,name,artists,daily_rank,daily_movement,weekly_movement,country,snapshot_date,popularity,is_explicit,duration_ms,album_name,album_release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,primary_artist
2025-01-04,6,it's beginning to look a lot like christmas,michael buble,1rv46mRwDqMEhOBZ7vODg3,it's beginning to look a lot like christmas,michael bublé,39,-16,-32,NO,12/29/2024,85,False,207199,Christmas (Deluxe Special Edition),10/24/2011,0.331,0.223,4,-11.274,1,0.0338,0.88,5.92e-06,0.343,0.355,92.896,3,michael bublé
2025-01-04,7,sleigh ride,the ronettes,7fUYUcWy853HS8YJn0b3Sr,sleigh ride,the ronettes,49,-41,-40,NL,12/28/2024,80,False,181266,Sleigh Ride,12/4/2020,0.529,0.772,2,-7.013,1,0.0287,0.403,2.21e-06,0.316,0.853,91.751,4,the ronettes
2025-01-04,8,run rudolph run,chuck berry,2pnPe4pJtq7689i5ydzvJJ,run rudolph run,chuck berry,36,-21,-7,US,12/27/2024,89,False,165733,Rock 'N' Roll Rarities,1/1/1986,0.681,0.715,7,-10.609,0,0.0912,0.812,9.43e-06,0.0777,0.957,152.134,4,chuck berry
2025-01-04,9,christmas (baby please come home),darlene love,47ohYW8e7dxCYn9qbUMBCI,christmas (baby please come home),darlene love,44,-30,-16,US,12/27/2024,87,False,166453,"Christmas (Baby, Please Come Home)",12/4/2020,0.325,0.759,8,-7.146,1,0.053,0.395,0.000362,0.0773,0.36,126.627,4,darlene love
2025-01-04,10,it's beginning to look a lot like christmas,perry como and the fontane sisters with mitchell ayres and his orchestra,2pXpURmn6zC5ZYDMms6fwa,it's beginning to look a lot like christmas (with mitchell ayres & his orchestra),"perry como, the fontane sisters, mitchell ayres & his orchestra",25,-16,25,US,12/27/2024,91,False,155933,Greatest Christmas Songs,8/23/1999,0.724,0.276,7,-12.25,1,0.0599,0.76,0.0,0.116,0.718,112.874,4,perry como
2025-01-04,11,die with a smile,lady gaga & bruno mars,7so0lgd0zP2Sbgs2d7a1SZ,die with a smile,"lady gaga, bruno mars",1,0,0,,4/2/2025,88,False,251667,MAYHEM,3/7/2025,0.519,0.601,6,-7.727,0,0.0317,0.289,0.0,0.126,0.498,157.964,3,lady gaga
2025-01-04,12,jingle bells,frank sinatra with the orchestra & chorus of gordon jenkins,4HEOgBHRCExyYVeTyrXsnL,jingle bells - remastered 1999,frank sinatra,39,-7,6,CA,12/27/2024,85,False,120693,,,0.511,0.34,8,-13.119,1,0.049,0.727,0.0,0.0977,0.952,174.661,4,frank sinatra
2025-01-04,13,white christmas (1947),bing crosby with ken darby singers & john scott trotter & his orchestra,3XsaSIPWvM61RIFfeb0BBR,white christmas - 1947 version,"bing crosby, ken darby singers, john scott trotter & his orchestra",39,-23,-18,US,12/27/2024,89,False,183613,White Christmas,1/1/1945,0.234,0.202,9,-16.222,1,0.0332,0.906,5.55e-05,0.387,0.187,96.593,4,bing crosby
2025-01-04,14,deck the halls,nat king cole,0rHToGels2lt8Y0mCYoF90,deck the hall,nat king cole,40,-7,10,CA,12/27/2024,88,False,68760,The Christmas Song (Expanded Edition),1/1/1962,0.684,0.437,9,-10.522,1,0.0491,0.742,1.63e-05,0.224,0.964,107.607,4,nat king cole
2025-01-04,15,blue christmas,elvis presley,3QiAAp20rPC3dcAtKtMaqQ,blue christmas,elvis presley,42,-25,-7,US,12/27/2024,89,False,129173,Elvis' Christmas Album,10/15/1957,0.465,0.27,4,-16.661,1,0.0425,0.9,0.00104,0.145,0.58,94.518,4,elvis presley
2025-01-04,17,here comes santa claus (right down santa claus lane),gene autry,25leEEaz1gIpp7o21Fqyjo,here comes santa claus (right down santa claus lane) - 1947 version,gene autry,37,4,13,US,12/26/2024,85,False,150266,Rudolph The Red Nosed Reindeer And Other Christmas Classics,1/1/1947,0.834,0.371,1,-11.99,1,0.0358,0.799,0.0,0.275,0.976,96.628,4,gene autry
2025-01-04,18,a bar song (tipsy),shaboozey,5fZJQrFKWQLb7FpJXZ1g7K,a bar song (tipsy),shaboozey,40,4,0,US,4/2/2025,84,True,171291,"Where I've Been, Isn't Where I'm Going",5/31/2024,0.722,0.706,9,-4.857,1,0.0292,0.072,0.0,0.067,0.599,80.969,4,shaboozey
2025-01-04,19,little saint nick,the beach boys,5xlS0QkVrSH7ssEbBgBzbM,little saint nick - 1991 remix,the beach boys,47,-13,2,GB,12/27/2024,86,False,118840,The Beach Boys' Christmas Album,11/9/1964,0.602,0.553,11,-9.336,1,0.0328,0.108,0.0,0.0512,0.971,130.594,4,the beach boys
2025-01-04,20,wonderful christmastime,paul mccartney,1SV1fxF65n9NhRHp3KlBuu,wonderful christmastime - edited version / remastered 2011,paul mccartney,13,0,4,NL,12/27/2024,91,False,227653,McCartney II (Special Edition),5/16/1980,0.773,0.511,11,-8.914,1,0.0324,0.322,0.0,0.0672,0.775,94.711,4,paul mccartney
2025-01-04,21,luther,kendrick lamar & sza,2CGNAOSuO1MEFCbBRgUzjd,luther (with sza),"kendrick lamar, sza",5,1,0,,4/2/2025,94,False,177598,GNX,11/21/2024,0.707,0.575,2,-7.546,1,0.125,0.251,0.0,0.248,0.576,138.008,4,kendrick lamar
2025-01-04,22,birds of a feather,billie eilish,6dOtVTDdiauQNBQEDOtlAB,birds of a feather,billie eilish,2,1,1,,4/2/2025,99,False,210373,HIT ME HARD AND SOFT,5/17/2024,0.747,0.507,2,-10.171,1,0.0358,0.2,0.0608,0.117,0.438,104.978,4,billie eilish
2025-01-04,23,please come home for christmas,eagles,3QIoEi8Enr9uHffwInGIsC,please come home for christmas - 2013 remaster,eagles,35,0,15,NL,12/27/2024,87,False,177440,Please Come Home for Christmas / Funky New Year (2013 Remaster),11/27/1978,0.612,0.289,9,-11.568,1,0.0421,0.599,0.00266,0.0561,0.466,183.18,3,eagles
2025-01-04,25,christmastime is here,vince guaraldi trio,3bMfUUpzUzqWp9II00yRhE,christmas time is here,vince guaraldi trio,45,-11,5,CA,12/27/2024,81,False,163093,Charlie Brown Holiday Hits,1/1/1998,0.367,0.122,9,-21.34,0,0.0319,0.984,4.37e-05,0.172,0.104,75.265,3,vince guaraldi trio
2025-01-04,27,that's so true,gracie abrams,7ne4VBA60CxGM75vw0EYad,that’s so true,gracie abrams,7,1,1,,4/2/2025,97,True,166300,The Secret of Us (Deluxe),10/18/2024,0.554,0.808,1,-4.169,1,0.0368,0.214,0.0,0.159,0.372,108.548,4,gracie abrams
2025-01-04,29,this christmas,donny hathaway,7MSYSOobsombc1mbDWFxtD,this christmas,donny hathaway,50,-7,0,NL,12/27/2024,73,False,231173,Donny Hathaway,1/1/1971,0.634,0.645,5,-9.2,1,0.0376,0.292,0.0,0.246,0.677,93.047,4,donny hathaway
2025-01-04,31,holly jolly christmas,michael buble,67mgz7S5y7hnCE63YBjfO6,holly jolly christmas,michael bublé,29,-18,-1,,12/27/2024,84,False,121526,Christmas (Deluxe Special Edition),10/24/2011,0.609,0.427,0,-8.639,1,0.0417,0.857,0.0,0.0898,0.741,151.433,4,michael bublé
2025-01-04,32,merry christmas,ed sheeran & elton john,0hz5PNF2wejwUKCMpesQWt,merry christmas,"ed sheeran, elton john",38,-14,-12,NO,12/28/2024,84,False,208546,+-=÷× (Tour Collection),9/27/2024,0.594,0.935,0,-2.018,1,0.0357,0.243,2.36e-06,0.102,0.602,113.99,4,ed sheeran
2025-01-04,33,like it's christmas,jonas brothers,1OjmlSFuzYflWjSMTCyTJv,like it's christmas,jonas brothers,35,-7,15,DE,12/27/2024,85,False,200880,Like It's Christmas,11/8/2019,0.725,0.571,1,-6.007,1,0.102,0.0183,0.0,0.0519,0.61,146.035,4,jonas brothers
2025-01-04,35,taste,sabrina carpenter,5G2f63n7IPVPPjfNIGih7Q,taste,sabrina carpenter,40,-2,-2,,4/2/2025,91,False,157279,Short n' Sweet,8/23/2024,0.674,0.907,3,-4.086,1,0.064,0.101,0.0,0.297,0.721,112.964,4,sabrina carpenter
2025-01-04,36,mistletoe,justin bieber,54K9GOVJqIaDZNXLnnxiKc,mistletoe,justin bieber,32,-17,0,,12/27/2024,69,False,182946,Under The Mistletoe,1/1/2011,0.658,0.56,6,-9.049,0,0.0467,0.498,0.0,0.0794,0.854,161.993,4,justin bieber
2025-01-04,37,snowman,sia,7uoFMmxln0GPXQ0AcCBXRq,snowman,sia,44,-26,-43,NO,1/2/2025,93,False,165900,Everyday Is Christmas (Deluxe Edition),11/1/2018,0.717,0.524,1,-6.222,1,0.0331,0.426,0.0,0.0932,0.339,104.953,3,sia
2025-01-04,38,squabble up,kendrick lamar,0nj9Bq5sHDiTxSHunhgkFb,squabble up,kendrick lamar,37,2,-10,US,4/2/2025,91,True,157992,GNX,11/22/2024,0.874,0.672,0,-5.568,1,0.198,0.0206,0.0,0.0783,0.711,103.921,4,kendrick lamar
2025-01-04,40,espresso,sabrina carpenter,2HRqTpkrJO5ggZyyK6NPWz,espresso,sabrina carpenter,22,-1,-3,,4/2/2025,90,True,175459,Short n' Sweet,8/23/2024,0.699,0.776,0,-5.282,1,0.0293,0.131,5.36e-06,0.205,0.708,103.963,4,sabrina carpenter
2025-01-04,41,i had some help,post malone featuring morgan wallen,5IZXB5IKAD2qlvTPJYDCFB,i had some help (feat. morgan wallen),"post malone, morgan wallen",27,4,10,US,4/2/2025,85,True,178205,F-1 Trillion,8/15/2024,0.644,0.874,0,-4.723,1,0.0265,0.0113,0.0,0.227,0.753,128.017,4,post malone
2025-01-04,44,you make it feel like christmas,gwen stefani featuring blake shelton,2OQ6a4CfUeYskpTTgyawyJ,you make it feel like christmas (feat. blake shelton),"gwen stefani, blake shelton",37,-2,13,DE,12/27/2024,86,False,156773,You Make It Feel Like Christmas,10/6/2017,0.635,0.87,2,-4.291,0,0.04,0.0152,0.0,0.118,0.912,92.999,4,gwen stefani
2025-01-04,45,timeless,the weeknd & playboi carti,0FIDCNYYjNvPVimz5icugS,timeless,the weeknd,6,44,44,,2/1/2025,0,True,256000,Hurry Up Tomorrow,1/31/2025,0.768,0.775,11,-5.06,0,0.0466,0.069,2.96e-06,0.138,0.6,119.999,4,the weeknd
2025-01-04,47,love somebody,morgan wallen,7hR22TOX3RorxJPcsz5Wbo,love somebody,morgan wallen,33,-1,-2,CA,4/2/2025,87,False,204828,Love Somebody,10/18/2024,0.619,0.843,5,-5.348,0,0.0284,0.00948,0.000118,0.164,0.746,122.064,4,morgan wallen
2025-01-04,48,whatchu kno about me,glorilla & sexyy red,5xeSd4HgzrYpNLEf3LfYLK,whatchu kno about me (feat. sexyy red),"glorilla, sexyy red",43,-11,-19,US,1/6/2025,81,True,149461,GLORIOUS,10/11/2024,0.832,0.684,1,-4.691,1,0.359,0.00449,0.0,0.229,0.68,166.976,4,glorilla
2025-01-04,49,bmf,sza,3U3hFkMr0Q90pD24EkE3Pr,bmf,sza,50,-5,-6,SG,3/28/2025,89,True,180746,SOS Deluxe: LANA,12/20/2024,0.792,0.55,10,-8.528,0,0.0307,0.506,0.0166,0.087,0.972,128.023,4,sza
2025-01-04,51,high road,koe wetzel & jessie murph,1FhgmMvNlh3nJ1Ldc2eE6H,high road (feat. jessie murph),"koe wetzel, jessie murph",47,-2,3,US,7/26/2024,64,True,179413,9 Lives,7/19/2024,0.622,0.726,6,-5.608,1,0.0304,0.0518,0.0,0.0906,0.534,138.043,4,koe wetzel
2025-01-04,52,sailor song,gigi perez,2262bWmqomIaJXwCRHr13j,sailor song,gigi perez,9,2,5,,4/2/2025,95,False,211978,Sailor Song,7/26/2024,0.494,0.413,11,-10.432,1,0.0254,0.682,6.72e-05,0.193,0.273,94.938,4,gigi perez
2025-01-04,53,drive,sza,2qYbtIf8dRkBkKIcZVGFDq,drive,sza,44,6,6,US,12/22/2024,57,True,185132,SOS Deluxe: LANA,12/20/2024,0.66,0.32,11,-12.591,1,0.0467,0.955,2.81e-05,0.0971,0.526,136.002,4,sza
2025-01-04,54,bed chem,sabrina carpenter,1UHS8Rf6h5Ar3CDWRd3wjF,bed chem,sabrina carpenter,49,-1,1,NO,4/2/2025,89,False,171869,Short n' Sweet,8/23/2024,0.739,0.727,11,-5.968,0,0.0426,0.0678,0.0,0.104,0.676,94.99,4,sabrina carpenter
2025-01-04,55,messy,lola young,35ISBknsCeZQtq66xABI9g,messy,lola young,16,0,0,,4/2/2025,89,True,284066,This Wasn't Meant For You Anyway,6/21/2024,0.798,0.562,9,-5.913,1,0.0375,0.11,0.00606,0.122,0.647,110.991,4,lola young
2025-01-04,56,diamond boy (dtm),sza,0SCIwbS0Q4etwJmDyNjHaQ,diamond boy (dtm),sza,49,-25,1,US,12/23/2024,70,False,217523,SOS Deluxe: LANA,12/20/2024,0.642,0.374,1,-11.73,0,0.048,0.827,0.000288,0.0997,0.397,133.041,4,sza
2025-01-04,57,scorsese baby daddy,sza,2E7a96qey4AzSOdK6H21vS,scorsese baby daddy,sza,49,-5,-13,US,1/10/2025,82,True,153911,SOS Deluxe: LANA,12/20/2024,0.746,0.728,4,-6.75,1,0.0299,0.464,2.01e-05,0.103,0.795,103.991,4,sza
2025-01-04,58,what do i do,sza,6jTQijAuYxOd8DjQ8D6UkL,what do i do,sza,50,0,0,US,1/1/2025,79,True,167448,SOS Deluxe: LANA,12/20/2024,0.68,0.543,8,-8.308,1,0.0505,0.536,0.000929,0.164,0.66,146.037,4,sza
2025-01-04,59,wind up missin' you,tucker wetmore,3EO58D1YpHnTvBy68gK8HE,wind up missin’ you,tucker wetmore,47,-3,3,CA,1/11/2025,79,True,166666,Waves On A Sunset,10/4/2024,0.571,0.717,6,-5.807,1,0.0365,0.508,1.17e-06,0.112,0.661,171.858,4,tucker wetmore
2025-01-04,61,pink pony club,chappell roan,6393yGahSJ9slVdOwSxOVR,pink pony club,chappell roan,35,-3,1,,4/2/2025,88,False,258034,The Rise and Fall of a Midwest Princess,9/21/2023,0.61,0.65,6,-6.199,1,0.0474,0.399,0.0,0.11,0.507,106.719,4,chappell roan
2025-01-04,62,tu boda,oscar maydon & fuerza regida,1cOboCuWYI2osTOfolMRS6,tu boda,"oscar maydon, fuerza regida",11,-2,4,SV,4/2/2025,89,True,225880,Tu Boda,9/26/2024,0.694,0.651,6,-6.968,1,0.0784,0.496,1.36e-05,0.0787,0.471,112.648,3,oscar maydon
2025-01-04,63,no more hiding,sza,3obGrchYRmtO5rk4O2ZtLZ,no more hiding,sza,30,20,20,US,12/22/2024,62,False,162662,SOS Deluxe: LANA,12/20/2024,0.516,0.292,2,-12.991,0,0.0439,0.982,0.811,0.118,0.643,161.951,3,sza
2025-01-04,66,i never lie,zach top,3t6gUcGYLrUuqwpXjOFWQc,i never lie,zach top,49,1,1,US,3/30/2025,83,False,224906,Cold Beer & Country Music,4/5/2024,0.782,0.641,3,-6.431,1,0.0275,0.332,0.00923,0.108,0.522,107.997,4,zach top
2025-01-04,67,another life,sza,4tfOoCcYPtb08J5HWlSo3r,another life,sza,49,0,1,US,1/1/2025,78,True,205214,SOS Deluxe: LANA,12/20/2024,0.332,0.45,7,-8.664,1,0.045,0.68,8.83e-06,0.116,0.357,215.338,3,sza
2025-01-04,68,no one noticed,the marias,3siwsiaEoU4Kuuc9WKMUy5,no one noticed,the marías,18,1,4,US,4/2/2025,91,False,236906,Submarine,5/31/2024,0.705,0.339,7,-10.612,1,0.0278,0.552,0.0814,0.12,0.457,97.989,4,the marías
2025-01-04,69,defying gravity,cynthia erivo featuring ariana grande,5QMrH5nszZZR3nefIj6Mar,defying gravity,"cynthia erivo, ariana grande",48,-1,-14,GB,12/18/2024,85,False,459766,Wicked: The Soundtrack,11/22/2024,0.31,0.303,1,-10.345,1,0.0344,0.527,0.0,0.0436,0.208,148.419,4,cynthia erivo
2025-01-04,70,it's ok i'm ok,tate mcrae,3OfqwyE7RrZrtuxCRixfII,it's ok i'm ok,tate mcrae,50,0,-13,CA,3/6/2025,73,True,156642,So Close To What,2/21/2025,0.749,0.53,1,-7.603,0,0.0448,0.0122,0.000148,0.0772,0.374,115.011,4,tate mcrae
2025-01-04,72,run rudolph run,mark ambor,6pheMGrfMwwnypqafU7d4k,run rudolph run - spotify singles holiday,mark ambor,45,-20,5,IE,12/27/2024,87,False,155846,Run Rudolph Run - Spotify Singles Holiday,10/15/2024,0.707,0.735,11,-6.748,1,0.0344,0.0982,8.35e-05,0.124,0.962,140.051,4,mark ambor
2025-01-04,73,love me 4 me,sza,7eCVm5KcpFrDhx6XHkF3t6,love me 4 me,sza,49,1,1,US,12/22/2024,58,False,185749,SOS Deluxe: LANA,12/20/2024,0.61,0.576,11,-10.319,0,0.0319,0.339,0.00128,0.181,0.592,147.957,4,sza
2025-01-04,74,chill baby,sza,1Qrg8KqiBpW07V7PNxwwwL,kill bill,sza,50,0,-7,MY,3/1/2025,82,False,153946,SOS,12/8/2022,0.644,0.735,8,-5.747,1,0.0391,0.0521,0.144,0.161,0.418,88.98,4,sza
2025-01-04,75,my turn,sza,040I32EKLxQrkuxQu1pqvT,saturn,sza,49,-1,1,US,2/14/2025,80,False,186191,SOS Deluxe: LANA,12/20/2024,0.557,0.577,1,-7.514,1,0.027,0.64,0.0,0.104,0.328,89.111,4,sza
2025-01-04,76,hey now,kendrick lamar featuring dody6,5S8VwnB4sLi6W0lYTWYylu,hey now (feat. dody6),"kendrick lamar, dody6",46,-1,4,US,2/14/2025,81,True,217478,GNX,11/22/2024,0.806,0.358,10,-8.769,1,0.117,0.00443,0.00162,0.412,0.188,102.011,4,kendrick lamar
2025-01-04,77,que pasaria...,rauw alejandro & bad bunny,0l0vcZMU7AOeQmUIREoI2U,qué pasaría...,"rauw alejandro, bad bunny",32,-5,-8,VE,4/2/2025,90,True,191018,Cosa Nuestra,11/15/2024,0.833,0.563,4,-5.593,0,0.204,0.528,1.27e-05,0.139,0.343,105.008,4,rauw alejandro
2025-01-04,79,residuals,chris brown,4t4rGgiVX7woTmlnW9SHJ7,residuals,chris brown,22,1,28,ZA,4/2/2025,76,False,215178,11:11 (Deluxe),4/11/2024,0.58,0.645,6,-7.793,0,0.0821,0.342,0.0,0.108,0.171,114.905,4,chris brown
2025-01-04,82,holiday road,kesha,6hZvOA9oBZZM812GNDLjEb,holiday road - spotify singles holiday,kesha,44,0,6,US,12/26/2024,85,False,125196,Holiday Road - Spotify Singles Holiday,10/15/2024,0.439,0.883,5,-6.466,1,0.0601,0.00207,1.12e-05,0.0784,0.492,169.978,4,kesha
2025-01-04,83,santa baby,laufey,4jHl6jgzZOnS4nGamPZ1Uk,santa baby,laufey,50,0,0,US,12/26/2024,84,False,182040,A Very Laufey Holiday,11/1/2024,0.802,0.379,7,-8.769,1,0.0724,0.861,0.0,0.105,0.426,105.999,3,laufey
2025-01-04,84,wacced out murals,kendrick lamar,5gOfC9UzZQzTyShqPMrpjT,wacced out murals,kendrick lamar,48,0,2,US,12/11/2024,87,True,317092,GNX,11/22/2024,0.761,0.501,9,-10.759,0,0.459,0.249,0.0,0.136,0.502,81.998,4,kendrick lamar
2025-01-04,85,dancing in the flames,the weeknd,7z7kvUQGwlC6iOl7vMuAr9,dancing in the flames,the weeknd,47,-4,-10,SG,10/6/2024,86,False,220036,Dancing In The Flames,9/13/2024,0.552,0.73,1,-6.203,1,0.0381,0.0011,0.0,0.0837,0.162,116.875,4,the weeknd
2025-01-04,86,empty out your pockets,juice wrld,2QxekHjOYDnzNO5w8hu2D9,empty out your pockets,juice wrld,48,0,2,US,1/1/2025,85,True,135653,The Party Never Ends 2.0,11/30/2024,0.74,0.718,8,-6.278,0,0.133,0.329,0.0,0.38,0.345,91.929,4,juice wrld
2025-01-04,89,good news,shaboozey,54p6vNJwGkt4FTaM8SCsxt,good news,shaboozey,36,14,14,NO,11/17/2024,60,False,199209,Good News,11/15/2024,0.572,0.535,8,-7.493,1,0.0391,0.471,3.61e-06,0.0902,0.414,161.794,4,shaboozey
2025-01-04,90,dos dias,tito double p & peso pluma,5lKFO0PrOC9jmOlPEdjHsL,dos días,"tito double p, peso pluma",27,-2,-1,SV,4/2/2025,89,True,153928,INCÓMODO,8/22/2024,0.745,0.513,1,-9.116,1,0.087,0.783,0.0,0.216,0.929,109.935,3,tito double p
2025-01-04,91,25,rod wave,0U60hgxzGit7juEuHul2y3,25,rod wave,36,-8,14,ZA,10/17/2024,70,True,180000,Last Lap,10/11/2024,0.427,0.5,0,-8.269,1,0.141,0.286,0.0,0.127,0.269,63.925,5,rod wave
2025-01-04,92,popular,ariana grande,3i8fIJNV0yuC4kXT3SkVBZ,popular,ariana grande,46,4,4,GB,12/6/2024,83,False,241501,Wicked: The Soundtrack,11/22/2024,0.44,0.319,5,-12.356,1,0.166,0.732,0.0,0.0967,0.47,178.329,4,ariana grande
2025-01-04,93,think i'm in love with you,chris stapleton,3Gn1zuHNLtGuGEOXwq0k7e,think i'm in love with you,chris stapleton,47,-2,-3,NZ,3/14/2025,78,False,222800,Higher,11/10/2023,0.671,0.418,6,-14.124,0,0.0371,0.187,0.215,0.132,0.607,91.866,4,chris stapleton
2025-01-04,94,peekaboo,kendrick lamar featuring azchike,2Uts1QFB4u2YNIMiqcb4de,peekaboo (feat. azchike),"kendrick lamar, az chike",48,-3,-15,US,3/13/2025,87,True,155917,GNX,11/22/2024,0.889,0.298,1,-9.086,1,0.182,0.00306,1.26e-05,0.173,0.314,100.042,4,kendrick lamar
2025-01-11,1,die with a smile,lady gaga & bruno mars,7so0lgd0zP2Sbgs2d7a1SZ,die with a smile,"lady gaga, bruno mars",1,0,0,,4/2/2025,88,False,251667,MAYHEM,3/7/2025,0.519,0.601,6,-7.727,0,0.0317,0.289,0.0,0.126,0.498,157.964,3,lady gaga
2025-01-11,17,a bar song (tipsy),shaboozey,5fZJQrFKWQLb7FpJXZ1g7K,a bar song (tipsy),shaboozey,40,4,0,US,4/2/2025,84,True,171291,"Where I've Been, Isn't Where I'm Going",5/31/2024,0.722,0.706,9,-4.857,1,0.0292,0.072,0.0,0.067,0.599,80.969,4,shaboozey
2025-01-11,1,birds of a feather,billie eilish,6dOtVTDdiauQNBQEDOtlAB,birds of a feather,billie eilish,2,1,1,,4/2/2025,99,False,210373,HIT ME HARD AND SOFT,5/17/2024,0.747,0.507,2,-10.171,1,0.0358,0.2,0.0608,0.117,0.438,104.978,4,billie eilish
2025-01-11,20,lose control,teddy swims,17phhZDn6oGtzMe56NuWvj,lose control,teddy swims,27,1,3,,4/2/2025,91,False,210688,I've Tried Everything But Therapy (Part 1),9/15/2023,0.561,0.604,9,-4.409,1,0.0337,0.199,1.9e-05,0.104,0.242,159.92,3,teddy swims
2025-01-11,1,that's so true,gracie abrams,7ne4VBA60CxGM75vw0EYad,that’s so true,gracie abrams,7,1,1,,4/2/2025,97,True,166300,The Secret of Us (Deluxe),10/18/2024,0.554,0.808,1,-4.169,1,0.0368,0.214,0.0,0.159,0.372,108.548,4,gracie abrams
2025-01-11,20,luther,kendrick lamar & sza,2CGNAOSuO1MEFCbBRgUzjd,luther (with sza),"kendrick lamar, sza",5,1,0,,4/2/2025,94,False,177598,GNX,11/21/2024,0.707,0.575,2,-7.546,1,0.125,0.251,0.0,0.248,0.576,138.008,4,kendrick lamar
2025-01-11,2,i had some help,post malone featuring morgan wallen,5IZXB5IKAD2qlvTPJYDCFB,i had some help (feat. morgan wallen),"post malone, morgan wallen",27,4,10,US,4/2/2025,85,True,178205,F-1 Trillion,8/15/2024,0.644,0.874,0,-4.723,1,0.0265,0.0113,0.0,0.227,0.753,128.017,4,post malone
2025-01-11,3,espresso,sabrina carpenter,2HRqTpkrJO5ggZyyK6NPWz,espresso,sabrina carpenter,22,-1,-3,,4/2/2025,90,True,175459,Short n' Sweet,8/23/2024,0.699,0.776,0,-5.282,1,0.0293,0.131,5.36e-06,0.205,0.708,103.963,4,sabrina carpenter
2025-01-11,4,taste,sabrina carpenter,5G2f63n7IPVPPjfNIGih7Q,taste,sabrina carpenter,40,-2,-2,,4/2/2025,91,False,157279,Short n' Sweet,8/23/2024,0.674,0.907,3,-4.086,1,0.064,0.101,0.0,0.297,0.721,112.964,4,sabrina carpenter
2025-01-11,6,beautiful things,benson boone,3xkHsmpQCBMytMJNiDf3Ii,beautiful things,benson boone,14,1,3,,4/2/2025,91,False,180304,Fireworks & Rollerblades,4/5/2024,0.472,0.471,10,-5.692,1,0.0603,0.151,0.0,0.14,0.219,105.029,3,benson boone
